Log_Interval,10000,  uSec,,,,,,,,
Start,2023-07-26, 00:01:44,,,,,,,,
rec no,Acc x, Acc y, Acc z, Gyr x, Gyr y, Gyr z,Bat Cur.,Bat Volt,,
28662,-9.96,0.14,0.09,0.02,0.01,0.01,126,8,,
28663,-9.98,0.14,0.17,0.01,0,0.01,141,22,,
28664,-9.99,0.13,0.16,0.02,0.01,0.01,125,11,,
28665,-9.99,0.14,0.19,0.02,0,0.01,135,23,,
28666,-9.97,0.14,0.17,0.02,0.01,0.01,125,8,,
28667,-9.99,0.14,0.15,0.02,0.01,0.01,143,22,,
28668,-9.98,0.12,0.16,0.02,0.01,0.01,121,8,,
28669,-9.98,0.13,0.15,0.02,0.01,0,142,24,,
28670,-9.98,0.11,0.18,0.02,0.01,0.01,122,7,,
28671,-9.95,0.17,0.18,0.02,0.01,0.01,133,23,,
28672,-9.97,0.11,0.15,0.02,0.01,0.01,123,8,,
28673,-9.96,0.14,0.21,0.02,0,0.01,141,22,,
28674,-9.98,0.13,0.16,0.02,0,0.01,120,9,,
28675,-9.98,0.15,0.16,0.02,0.01,0.01,139,19,,
28676,-9.98,0.12,0.25,0.02,0.01,0.01,121,9,,
28677,-10,0.13,0.16,0.02,0,0.01,137,19,,
28678,-9.99,0.11,0.16,0.02,0.01,0.01,120,9,,
28679,-9.98,0.15,0.2,0.02,0.01,0.01,140,21,,
28680,-9.98,0.14,0.16,0.02,0.01,0.01,125,8,,
28681,-9.97,0.14,0.12,0.02,0.01,0.01,139,21,,
28682,-9.99,0.14,0.16,0.01,0.01,0.01,131,8,,
28683,-9.98,0.16,0.18,0.01,0.01,0.01,131,21,,
28684,-9.97,0.14,0.16,0.02,0,0.01,129,7,,
28685,-9.97,0.14,0.16,0.02,0.01,0,137,20,,
28686,-9.98,0.13,0.16,0.02,0.01,0,126,10,,
28687,-9.97,0.15,0.02,0.01,0.01,0.01,138,19,,
28688,-9.97,0.14,0.16,0.02,0.01,0.01,122,8,,
28689,-9.99,0.14,0.14,0.02,0,0.01,135,22,,
28690,-9.98,0.13,0.15,0.02,0,0.01,131,7,,
28691,-9.99,0.15,0.18,0.02,0,0.01,131,19,,
28692,-9.97,0.15,0.17,0.02,0.01,0.01,125,8,,
28693,-9.97,0.15,0.15,0.02,0.01,0.01,136,17,,
28694,-9.99,0.12,0.15,0.02,0.01,0.01,124,10,,
28695,-9.97,0.14,0.14,0.02,0.01,0.01,128,18,,
28696,-9.97,0.13,0.12,0.02,0,0.01,133,7,,
28697,-9.95,0.14,0.18,0.02,0.01,0,133,18,,
28698,-9.97,0.14,0.15,0.01,0,0.01,134,7,,
28699,-9.99,0.29,0.18,0.02,0,0.01,134,16,,
28700,-10,0.13,0.15,0.02,0.01,0.01,127,7,,
28701,-9.99,0.15,0.14,0.02,0.01,0.01,129,17,,
28702,-9.96,0.17,0.16,0.02,0.01,0,126,11,,
28703,-10,0.15,0.14,0.01,0.01,0.01,131,15,,
28704,-10,0.13,0.18,0.02,0.01,0.01,128,8,,
28705,-9.97,0.16,0.16,0.02,0,0.01,133,16,,
28706,-9.99,0.14,0.14,0.02,0.01,0.01,134,8,,
28707,-9.96,0.14,0.15,0.02,0.01,0,135,17,,
28708,-9.97,0.14,0.11,0.02,0.01,0.01,126,10,,
28709,-9.98,0.15,0.13,0.02,0.01,0.01,126,15,,
28710,-9.97,0.14,0.2,0.02,0.01,0.01,131,8,,
28711,-9.98,0.12,0.14,0.02,0.01,0.01,129,18,,
28712,-9.96,0.13,0.17,0.02,0.01,0.01,132,8,,
28713,-10,0.13,0.16,0.02,0.01,0.01,132,17,,
28714,-9.98,0.16,0.18,0.02,0.01,0.01,134,8,,
28715,-9.99,0.13,0.14,0.02,0,0.01,133,16,,
28716,-9.98,0.13,0.15,0.02,0.01,0.01,135,8,,
28717,-10,0.14,0.15,0.02,0.01,0.01,127,16,,
28718,-10,0.13,0.17,0.01,0,0.01,129,10,,
28719,-9.99,0.14,0.18,0.02,0.01,0.01,125,14,,
28720,-9.97,0.12,0.17,0.02,0.01,0.01,135,13,,
28721,-9.99,0.13,0.15,0.01,0,0.01,130,14,,
28722,-10.01,0.14,0.15,0.02,0,0.01,132,9,,
28723,-9.95,0.15,0.16,0.02,0.01,0.01,126,15,,
28724,-10,0.13,0.16,0.02,0.01,0.01,132,10,,
28725,-9.97,0.14,0.19,0.02,0.01,0.01,124,14,,
28726,-9.99,0.14,0.14,0.02,0.01,0.01,139,10,,
28727,-9.98,0.14,0.01,0.02,0,0.01,123,15,,
28728,-9.98,0.13,0.18,0.01,0,0.01,132,13,,
28729,-9.96,0.13,0.16,0.02,0.01,0.01,127,15,,
28730,-10.01,0.14,0.2,0.02,0,0.01,136,13,,
28731,-10,0.13,0.16,0.02,0.01,0.01,122,14,,
28732,-9.98,0.13,0.13,0.02,0.01,0.01,132,15,,
28733,-9.97,0,0.16,0.02,0.01,0.01,128,13,,
28734,-9.98,0.13,0.17,0.02,0,0.01,139,13,,
28735,-9.99,0.15,0.17,0.02,0.01,0.01,127,14,,
28736,-10,0.3,0.12,0.02,0,0.01,132,14,,
28737,-9.97,0.15,0.17,0.02,0.01,0.01,122,13,,
28738,-9.97,0.15,0.15,0.02,0.01,0.01,139,15,,
28739,-9.98,0.11,0.18,0.02,0,0.01,121,14,,
28740,-9.97,0.16,0.14,0.02,0,0.01,140,16,,
28741,-9.96,0.13,0.17,0.02,0.01,0.01,121,15,,
28742,-9.98,0.15,0.12,0.02,0.01,0.01,139,16,,
28743,-9.98,0.15,0.12,0.02,0.01,0.01,127,14,,
28744,-9.98,0.13,0.17,0.01,0.01,0.01,138,15,,
28745,-9.98,0.15,0.16,0.02,0.01,0.01,129,12,,
28746,-9.97,0.14,0.19,0.01,0,0.01,141,15,,
28747,-9.98,0.14,0.13,0.02,0.01,0.01,119,13,,
28748,-9.98,0.13,0.2,0.01,0.01,0.01,137,17,,
28749,-9.98,0.13,0.15,0.01,0.01,0.01,122,14,,
28750,-9.99,0.13,0.19,0.02,0.01,0.01,136,17,,
28751,-9.96,0.15,0.18,0.02,0,0.01,123,12,,
28752,-9.98,0.14,0.15,0.02,0.01,0.01,138,19,,
28753,-9.98,0.15,0.17,0.01,0.01,0.01,124,14,,
28754,-9.98,0.13,0.17,0.02,0.01,0.01,143,20,,
28755,-9.97,0.14,0.15,0.02,0.01,0.01,120,12,,
28756,-9.98,0.13,0.19,0.02,0.01,0.01,135,19,,
28757,-9.98,0.14,0.17,0.01,0.01,0.01,124,12,,
28758,-9.98,0.14,0.14,0.01,0,0.01,136,19,,
28759,-9.99,0.15,0.18,0.02,0.01,0.01,127,13,,
28760,-10,0.13,0.13,0.01,0,0.01,139,19,,
28761,-9.99,0.15,0.13,0.02,0.01,0.01,127,12,,
28762,-9.99,0.15,0.16,0.02,0.01,0.01,145,21,,
28763,-10,0.13,0.17,0.01,0.01,0.01,121,13,,
28764,-10,0.14,0.17,0.02,0.01,0.01,143,21,,
28765,-9.98,0.16,0.16,0.02,0.01,0.01,118,10,,
28766,-9.98,0.15,0.15,0.02,0.01,0.01,141,22,,
28767,-9.97,0.16,0.14,0.02,0.01,0.01,124,11,,
28768,-9.99,0.14,0.16,0.02,0,0.01,136,22,,
28769,-9.97,0.15,0.17,0.01,0.01,0.01,119,11,,
28770,-9.99,0.15,0.17,0.02,0.01,0.01,145,22,,
28771,-9.98,0.15,0.16,0.01,0.01,0.01,119,11,,
28772,-9.99,0.14,0.14,0.01,0.01,0.01,143,22,,
28773,-9.98,0.14,0.1,0.01,0,0.01,116,11,,
28774,-9.99,0.14,0.15,0.02,0.01,0.01,140,23,,
28775,-9.98,0.13,0.17,0.02,0.01,0.01,117,12,,
28776,-9.98,0.12,0.2,0.02,0.01,0.01,144,23,,
28777,-9.98,0.13,0.13,0.02,0,0.01,119,10,,
28778,-9.98,0.14,0.14,0.02,0,0.01,144,22,,
28779,-9.99,0.14,0.19,0.02,0.01,0.01,125,11,,
28780,-9.98,0.13,0.19,0.02,0.01,0.01,142,24,,
28781,-9.98,0.14,0.17,0.02,0.01,0.01,117,10,,
28782,-9.97,0.12,0.22,0.02,0,0.01,140,24,,
28783,-9.96,0.16,0.15,0.02,0,0.01,124,11,,
28784,-9.99,0.13,0.29,0.02,0,0.01,142,24,,
28785,-9.97,0.16,0.15,0.02,0.01,0.01,123,10,,
28786,-9.97,0.14,0.15,0.02,0.01,0.01,143,23,,
28787,-9.99,0.12,0.18,0.02,0.01,0.01,123,11,,
28788,-9.96,0.14,0.15,0.01,0,0.01,142,22,,
28789,-9.98,0.15,0.15,0.02,0.01,0.01,124,11,,
28790,-9.99,0.15,0.15,0.02,0.01,0.01,137,23,,
28791,-9.99,0.14,0.16,0.02,0.01,0.01,124,10,,
28792,-9.97,0.15,0.16,0.01,0.01,0.01,141,25,,
28793,-9.99,0.14,0.22,0.02,0,0.01,121,12,,
28794,-9.99,0.15,0.16,0.01,0.01,0.01,143,22,,
28795,-9.99,0.13,0.17,0.02,0.01,0.01,126,10,,
28796,-9.97,0.13,0.14,0.02,0,0.01,139,25,,
28797,-9.99,0.13,0.17,0.02,0.01,0.01,119,9,,
28798,-9.99,0.13,0.15,0.02,0,0.01,146,26,,
28799,-9.98,0.14,0.17,0.02,0.01,0.01,120,8,,
28800,-9.99,0.15,0.16,0.02,0,0.01,140,23,,
28801,-9.97,0.14,0.13,0.02,0,0.01,118,10,,
28802,-9.99,0.15,0.17,0.02,0.01,0.01,144,25,,
28803,-10,0.14,0.14,0.02,0.01,0.01,124,9,,
28804,-9.99,0.15,0.02,0.02,0.01,0.01,138,24,,
28805,-10,0.13,0.15,0.02,0.01,0.01,118,9,,
28806,-9.96,0.13,0.17,0.02,0.01,0,144,25,,
28807,-9.98,0.14,0.11,0.02,0.01,0,126,9,,
28808,-9.98,0.14,0.18,0.02,0.01,0.01,138,25,,
28809,-9.99,0.15,0.15,0.02,0,0.01,124,10,,
28810,-9.98,0.14,0.21,0.02,0,0,138,24,,
28811,-9.97,0.13,0.16,0.02,0.01,0.01,117,11,,
28812,-9.97,0.15,0.14,0.01,0.01,0.01,147,25,,
28813,-9.99,0.14,0.19,0.01,0,0.01,126,8,,
28814,-9.99,0.13,0.14,0.02,0.01,0.01,135,25,,
28815,-10,0.14,0.16,0.02,0.01,0.01,118,11,,
28816,-9.99,0.15,0.17,0.02,0,0.01,138,23,,
28817,-9.99,0.14,0.15,0.02,0.01,0.01,118,9,,
28818,-9.96,0.14,0.31,0.02,0.01,0.01,136,25,,
28819,-10.01,0.13,0.16,0.02,0.01,0.01,124,9,,
28820,-9.99,0.14,0.18,0.02,0,0.01,135,24,,
28821,-9.99,0.15,0.22,0.01,0.01,0,118,10,,
28822,-9.97,0.16,0.14,0.02,0.01,0.01,145,22,,
28823,-9.99,0.14,0.14,0.02,0.01,0.01,122,8,,
28824,-9.98,0.14,0.15,0.02,0.01,0.01,138,22,,
28825,-9.98,0.15,0.15,0.02,0,0.01,128,10,,
28826,-10,0.14,0.15,0.02,0.01,0.01,137,24,,
28827,-9.99,0.14,0.22,0.02,0,0.01,126,9,,
28828,-9.99,0.14,0.17,0.01,0.01,0.01,143,23,,
28829,-9.95,0.14,0.16,0.01,0.01,0.01,118,9,,
28830,-10,0.15,0.18,0.02,0.01,0.01,136,24,,
28831,-9.97,0.13,0.18,0.02,0.01,0.01,124,8,,
28832,-10,0.13,0.16,0.02,0,0.01,143,25,,
28833,-10,0.13,0.11,0.01,0.01,0.01,118,8,,
28834,-9.99,0.13,0.15,0.01,0,0.01,137,21,,
28835,-10,0.14,0.3,0.02,0,0.01,121,10,,
28836,-10.02,0.12,0.15,0.02,0.01,0.01,141,22,,
28837,-9.99,0.16,0.15,0.02,0,0.01,120,7,,
28838,-9.97,0.14,0.15,0.02,0,0.01,143,23,,
28839,-9.99,0.15,0.15,0.02,0.01,0,118,6,,
28840,-9.98,0.13,0.16,0.02,0,0.01,140,23,,
28841,-9.99,0.29,0.21,0.02,0.01,0.01,121,9,,
28842,-9.97,0.15,0.2,0.02,0.01,0.01,140,22,,
28843,-9.97,0.14,0.13,0.02,0.01,0.01,125,9,,
28844,-9.99,0.14,0.17,0.02,0,0.01,138,21,,
28845,-9.99,0.14,0.18,0.02,0.01,0.01,122,9,,
28846,-9.99,0.16,0.14,0.02,0,0.01,133,21,,
28847,-10,0.13,0.12,0.02,0.01,0.01,121,9,,
28848,-10,0.14,0.15,0.02,0.01,0,135,21,,
28849,-9.97,0.12,0.13,0.02,0.01,0.01,126,9,,
28850,-9.96,0.14,0.16,0.02,0.01,0.01,136,20,,
28851,-9.97,0.17,0.16,0.02,0,0.01,129,6,,
28852,-9.99,0.14,0.15,0.02,0,0.01,135,22,,
28853,-10,0.14,0.14,0.02,0,0.01,126,8,,
28854,-9.99,0.13,0.16,0.02,0.01,0.01,139,20,,
28855,-9.99,0.15,0.02,0.02,0.01,0.01,124,7,,
28856,-9.96,0.13,0.16,0.02,0.01,0.01,134,19,,
28857,-9.97,0.14,0.15,0.02,0,0.01,127,7,,
28858,-9.99,0.13,0.11,0.02,0.01,0.01,133,17,,
28859,-9.96,0.14,0.16,0.02,0.01,0.01,131,8,,
28860,-10,0.15,0.14,0.02,0.01,0.01,138,19,,
28861,-9.99,0.15,0.17,0.02,0,0.01,131,7,,
28862,-9.99,0.15,0.15,0.02,0,0.01,138,19,,
28863,-9.98,0.17,0.14,0.02,0,0.01,123,9,,
28864,-9.99,0.13,0.11,0.02,0.01,0.01,136,16,,
28865,-9.99,0.15,0.14,0.02,0,0.01,131,8,,
28866,-9.99,0.13,0.16,0.02,0.01,0.01,135,19,,
28867,-9.98,0.14,0.16,0.02,0,0.01,124,9,,
28868,-9.98,0.13,0.15,0.02,0,0.01,135,17,,
28869,-10.01,0.16,0.17,0.02,0.01,0.01,126,9,,
28870,-9.97,0.12,0.12,0.02,0.01,0.01,128,17,,
28871,-9.99,0.14,0.16,0.02,0.01,0.01,129,10,,
28872,-9.98,0.12,0.14,0.02,0.01,0.01,132,17,,
28873,-9.98,0.13,0.17,0.02,0.01,0.01,129,10,,
28874,-9.99,0.13,0.18,0.02,0.01,0.01,135,17,,
28875,-9.98,0.12,0.16,0.01,0.01,0.01,131,8,,
28876,-9.98,0.15,0.18,0.02,0.01,0.01,125,16,,
28877,-9.99,0.14,0.15,0.02,0.01,0.01,133,9,,
28878,-10,0.14,0.16,0.02,0,0.01,131,17,,
28879,-10,0.14,0.15,0.02,0,0.01,134,9,,
28880,-9.97,0.13,0.16,0.02,0,0.01,133,16,,
28881,-10,0.14,0.13,0.01,0,0.01,136,10,,
28882,-10.01,0.15,0.16,0.02,0.01,0,134,16,,
28883,-10.01,0.13,0.15,0.02,0.01,0.01,128,9,,
28884,-9.96,0.11,0.12,0.02,0.01,0.01,133,19,,
28885,-9.98,0.13,0.19,0.02,0.01,0.01,132,10,,
28886,-9.97,0.14,0.16,0.02,0.01,0.01,126,15,,
28887,-10,0.13,0.14,0.02,0.01,0.01,136,8,,
28888,-9.99,0.14,0.16,0.02,0,0.01,127,15,,
28889,-9.99,0.13,0.01,0.02,0.01,0.01,132,10,,
28890,-9.96,0.12,0.14,0.01,0.01,0.01,124,15,,
28891,-9.99,0.14,0.16,0.02,0.01,0.01,129,12,,
28892,-9.99,0.14,0.17,0.01,0,0.01,123,16,,
28893,-10.01,0.11,0.15,0.01,0.01,0.01,136,12,,
28894,-9.98,0.15,0.17,0.02,0.01,0.01,125,15,,
28895,-9.98,0.14,0.16,0.02,0,0.01,137,11,,
28896,-10,0.15,0.19,0.02,0.01,0.01,127,14,,
28897,-9.96,0.13,0.15,0.01,0.01,0.01,130,10,,
28898,-9.97,0.15,0.15,0.02,0,0,131,16,,
28899,-9.98,0.14,0.13,0.01,0.01,0,131,13,,
28900,-9.98,0.14,0.16,0.02,0,0.01,131,15,,
28901,-9.99,0.15,0.15,0.02,0.01,0.01,134,13,,
28902,-9.99,0.14,0.16,0.02,0.01,0.01,124,14,,
28903,-9.97,0.13,0.16,0.02,0,0.01,140,12,,
28904,-9.96,0.15,0.2,0.02,0.01,0.01,129,12,,
28905,-9.99,0.14,0.17,0.02,0.01,0.01,131,13,,
28906,-9.99,0.14,0.01,0.02,0,0.01,130,14,,
28907,-9.96,0.15,0.13,0.02,0.01,0.01,142,13,,
28908,-9.97,0.13,0.15,0.02,0,0.01,122,15,,
28909,-9.98,0.13,0.17,0.02,0.01,0.01,139,15,,
28910,-9.99,0.15,0.12,0.02,0.01,0.01,126,14,,
28911,-9.96,0.11,0.14,0.02,0,0.01,139,16,,
28912,-9.97,0.14,0.13,0.01,0.01,0.01,120,12,,
28913,-9.97,0.13,0.15,0.02,0.01,0.01,140,15,,
28914,-9.96,0.14,0.13,0.02,0.01,0.01,124,15,,
28915,-9.99,0.29,0.16,0.02,0.01,0.01,136,16,,
28916,-9.98,0.14,0.15,0.02,0.01,0.01,128,12,,
28917,-9.97,0.13,0.16,0.02,0,0.01,133,16,,
28918,-9.99,0.14,0.2,0.02,0.01,0.01,126,11,,
28919,-9.99,0.14,0.14,0.02,0.01,0.01,136,18,,
28920,-10,0.14,0.17,0.02,0.01,0.01,121,12,,
28921,-9.98,0.15,0.17,0.02,0.01,0.01,135,17,,
28922,-10,0.15,0.18,0.02,0.01,0.01,128,13,,
28923,-9.98,0.15,0.29,0.02,0.01,0.01,144,19,,
28924,-9.98,0.14,0.15,0.01,0,0.01,129,12,,
28925,-9.98,0.12,0.14,0.02,0,0.01,136,19,,
28926,-9.99,0.13,0.2,0.02,0.01,0.01,125,12,,
28927,-9.99,0.14,0.14,0.02,0.01,0,135,19,,
28928,-10,0.12,0.13,0.02,0.01,0.01,122,11,,
28929,-9.99,0.14,0.12,0.02,0.01,0.01,138,19,,
28930,-9.97,0.15,0.13,0.02,0,0.01,121,12,,
28931,-9.98,0.14,0.18,0.02,0,0.01,141,21,,
28932,-9.94,0.3,0.23,0.02,0.01,0.01,123,10,,
28933,-9.97,0.13,0.17,0.01,0.01,0.01,138,20,,
28934,-9.99,0.13,0.17,0.02,0.01,0.01,126,14,,
28935,-9.99,0.14,0.19,0.02,0,0.01,145,20,,
28936,-9.99,0.14,0.18,0.02,0.01,0.01,124,12,,
28937,-9.99,0.15,0.15,0.02,0.01,0.01,135,20,,
28938,-10.1,0.16,0.17,0.02,0,0.01,117,12,,
28939,-9.97,0.11,0.13,0.02,0.01,0.01,142,21,,
28940,-9.96,0.14,0.15,0.02,0.01,0.01,118,12,,
28941,-9.99,0.13,0.14,0.02,0.01,0.01,142,21,,
28942,-10,0.15,0.17,0.02,0,0.01,123,10,,
28943,-9.97,0.14,0.01,0.02,0,0.01,147,21,,
28944,-9.98,0.13,0.11,0.02,0,0.01,124,11,,
28945,-9.97,0.14,0.17,0.02,0.01,0.01,139,23,,
28946,-9.96,0.13,0.22,0.02,0.01,0.01,118,11,,
28947,-9.99,0.14,0.2,0.02,0,0.01,145,23,,
28948,-9.99,0.13,0.17,0.02,0.01,0.01,125,12,,
28949,-9.97,0.13,0.08,0.02,0.01,0.01,137,23,,
28950,-10,0.13,0.16,0.02,0,0.01,126,12,,
28951,-9.96,0.14,0.15,0.02,0,0.01,141,22,,
28952,-9.99,0.13,0.09,0.02,0.01,0.01,117,9,,
28953,-9.96,0.14,0.15,0.02,0.01,0.01,139,23,,
28954,-10,0.13,0.14,0.02,0.01,0.01,121,11,,
28955,-9.98,0.12,0.19,0.02,0.01,0.01,138,26,,
28956,-9.98,0.14,0.15,0.02,0,0.01,122,11,,
28957,-9.99,0.14,0.14,0.02,0,0.01,145,24,,
28958,-10,0.14,0.18,0.02,0.01,0.01,125,11,,
28959,-9.98,0.15,0.16,0.02,0.01,0.01,146,22,,
28960,-9.99,0.14,0.02,0.02,0.01,0.01,121,13,,
28961,-10,0.15,0.2,0.01,0,0.01,146,23,,
28962,-9.99,0.14,0.17,0.02,0,0.01,122,9,,
28963,-9.98,0.14,0.25,0.01,0.01,0.01,144,23,,
28964,-9.99,0.15,0.13,0.02,0.01,0.01,118,13,,
28965,-9.96,0.12,0.16,0.02,0.01,0.01,139,23,,
28966,-10,0.12,0.2,0.02,0.01,0.01,117,10,,
28967,-10.01,0.14,0.17,0.02,0,0.01,138,25,,
28968,-10,0.15,0.15,0.02,0,0.01,116,10,,
28969,-9.96,0.15,0.12,0.01,0.01,0.01,139,24,,
28970,-9.97,0.14,0.16,0.02,0.01,0.01,122,9,,
28971,-9.99,0.15,0.15,0.02,0.01,0.01,145,25,,
28972,-9.97,0.13,0.2,0.02,0.01,0.01,123,8,,
28973,-9.99,0.13,0.16,0.02,0.01,0.01,139,25,,
28974,-10,0.13,0.17,0.02,0,0.01,118,9,,
28975,-9.99,0.13,0.2,0.01,0,0.01,141,24,,
28976,-9.97,0.14,0.14,0.02,0.01,0.01,118,8,,
28977,-9.97,0.13,0.01,0.02,0,0.01,138,23,,
28978,-9.99,0.15,0.18,0.02,0,0.01,120,11,,
28979,-9.97,0.14,0.17,0.02,0.01,0.01,138,22,,
28980,-10,0.13,0.15,0.02,0.01,0.01,122,10,,
28981,-9.98,0.13,0.19,0.02,0,0.01,137,24,,
28982,-9.99,0.12,0.14,0.02,0.01,0.01,121,9,,
28983,-9.97,0.13,0.07,0.01,0,0.01,137,22,,
28984,-9.97,0.14,0.15,0.02,0.01,0.01,119,8,,
28985,-9.97,0.14,0.15,0.02,0.01,0.01,136,24,,
28986,-9.98,0.15,0.11,0.02,0.01,0.01,126,11,,
28987,-9.98,0.12,0.16,0.01,0,0.01,142,25,,
28988,-9.96,0.15,0.14,0.02,0.01,0.01,122,10,,
28989,-9.98,0.12,0.18,0.02,0.01,0.01,136,24,,
28990,-9.99,0.15,0.13,0.02,0.01,0.01,123,10,,
28991,-9.99,0.16,0.17,0.02,0.01,0.01,139,24,,
28992,-9.99,0.17,0.16,0.02,0.01,0.01,124,9,,
28993,-9.99,0.15,0.12,0.02,0,0.01,140,21,,
28994,-9.97,0.14,0.3,0.02,0.01,0.01,120,9,,
28995,-10,0.13,0.13,0.02,0,0.01,144,24,,
28996,-9.96,0.15,0.16,0.02,0,0.01,122,8,,
28997,-9.99,0.13,0.3,0.01,0,0.01,135,23,,
28998,-9.97,0.13,0.12,0.02,0.01,0.01,120,8,,
28999,-10,0.14,0.17,0.01,0,0.01,144,22,,
29000,-9.99,0.14,0.15,0.02,0,0.01,124,9,,
29001,-9.96,0.13,0.13,0.02,0.01,0.01,144,22,,
29002,-9.99,0.15,0.15,0.02,0.01,0.01,128,9,,
29003,-9.96,0.14,0.1,0.02,0.01,0.01,137,22,,
29004,-9.96,0.14,0.15,0.02,0.01,0.01,122,9,,
29005,-10.01,0.14,0.16,0.02,0,0.01,135,21,,
29006,-9.98,0.14,0.11,0.02,0.01,0.01,123,9,,
29007,-10.01,0.14,0.17,0.02,0.01,0.01,141,23,,
29008,-9.98,0.14,0.15,0.02,0.01,0.01,121,9,,
29009,-9.99,0.13,0.16,0.02,0,0.01,133,21,,
29010,-9.96,0.14,0.16,0.02,0,0.01,120,8,,
29011,-9.98,0.14,0.14,0.02,0,0.01,136,20,,
29012,-9.97,0.12,0.08,0.02,0.01,0.01,127,9,,
29013,-9.98,0.14,0.16,0.02,0,0.01,139,20,,
29014,-9.97,0.14,0.15,0.02,0,0.01,125,7,,
29015,-9.97,0.13,0.17,0.02,0.01,0.01,137,22,,
29016,-9.99,0.14,0.16,0.02,0.01,0.01,130,8,,
29017,-9.99,0.15,0.16,0.02,0.01,0.01,131,20,,
29018,-9.98,0.15,0.14,0.01,0.01,0.01,128,8,,
29019,-9.99,0.13,0.16,0.01,0.01,0.01,132,19,,
29020,-9.97,0.14,0.16,0.02,0.01,0.01,124,6,,
29021,-9.97,0.13,0.17,0.01,0.01,0.01,132,19,,
29022,-9.97,0.14,0.14,0.01,0,0.01,128,6,,
29023,-9.99,0.14,0.23,0.02,0.01,0.01,135,20,,
29024,-9.99,0.14,0.17,0.02,0,0.01,122,7,,
29025,-9.97,0.13,0.18,0.01,0,0.01,135,19,,
29026,-9.99,0.14,0.07,0.02,0,0.01,124,7,,
29027,-9.98,0.14,0.17,0.02,0.01,0.01,138,21,,
29028,-9.97,0.14,0.14,0.02,0.01,0.01,123,6,,
29029,-9.97,0.12,0.2,0.02,0.01,0.01,132,20,,
29030,-9.99,0.13,0.16,0.02,0.01,0.01,123,7,,
29031,-9.98,0.13,0.16,0.02,0.01,0.01,134,17,,
29032,-9.84,0.14,0.13,0.02,0,0.01,125,6,,
29033,-9.98,0.14,0.16,0.02,0.01,0.01,136,18,,
29034,-9.98,0.16,0.3,0.02,0.01,0.01,126,8,,
29035,-9.98,0.16,0.17,0.02,0,0.01,135,16,,
29036,-9.99,0.15,0.16,0.01,0.01,0.01,130,9,,
29037,-10,0.13,0.15,0.02,0.01,0.01,128,16,,
29038,-9.99,0.16,0.14,0.02,0.01,0.01,132,9,,
29039,-9.99,0.15,0.15,0.01,0,0.01,131,16,,
29040,-9.96,0.12,0.17,0.02,0.01,0.01,133,9,,
29041,-9.99,0.13,0.17,0.02,0.01,0.01,127,15,,
29042,-9.97,0.13,0.14,0.02,0,0.01,126,10,,
29043,-10,0.14,0.13,0.02,0.01,0.01,135,16,,
29044,-9.98,0.14,0.15,0.01,0,0.01,132,8,,
29045,-9.98,0.14,0.15,0.02,0.01,0.01,135,17,,
29046,-9.96,0.14,0.16,0.01,0,0.01,129,8,,
29047,-9.99,0.13,0.16,0.02,0.01,0.01,134,15,,
29048,-10.01,0.15,0.13,0.02,0.01,0.01,128,9,,
29049,-10,0.13,0.12,0.02,0.01,0.01,131,17,,
29050,-9.99,0.13,0.16,0.02,0.01,0.01,130,9,,
29051,-9.95,0.15,0.14,0.02,0,0.01,128,15,,
29052,-9.97,0.12,0.13,0.02,0.01,0.01,132,12,,
29053,-9.97,0.13,0.15,0.02,0.01,0.01,126,15,,
29054,-10,0.13,0.3,0.02,0.01,0,131,9,,
29055,-9.96,0.12,0.14,0.02,0.01,0.01,128,15,,
29056,-9.98,0.14,0.17,0.02,0,0.01,130,10,,
29057,-9.99,0.15,0.24,0.02,0.01,0.01,124,14,,
29058,-10,0.12,0.15,0.02,0,0.01,130,12,,
29059,-9.99,0.13,0.15,0.01,0,0.01,125,14,,
29060,-9.99,0.12,0.12,0.01,0,0.01,134,12,,
29061,-10,0.15,0.14,0.02,0.01,0.01,131,13,,
29062,-9.98,0.14,0.18,0.02,0.01,0.01,138,12,,
29063,-10,0.13,0.12,0.02,0,0.01,122,15,,
29064,-9.99,0.13,0.16,0.02,0.01,0.01,134,10,,
29065,-9.98,0.13,0.15,0.02,0,0.01,131,13,,
29066,-9.96,0.15,0.17,0.02,0.01,0.01,140,14,,
29067,-9.97,0.15,0.15,0.02,0,0.01,125,14,,
29068,-9.99,0.14,0.17,0.02,0.01,0.01,132,12,,
29069,-9.98,0.15,0.09,0.02,0.01,0.01,125,13,,
29070,-9.99,0.13,0.16,0.02,0.01,0.01,134,12,,
29071,-10,0.14,0.16,0.02,0,0.01,129,15,,
29072,-9.98,0.15,0.15,0.02,0.01,0.01,135,13,,
29073,-9.94,0.14,0.15,0.02,0.01,0.01,130,14,,
29074,-9.98,0.16,0.01,0.01,0.01,0.01,134,13,,
29075,-9.99,0.14,0.15,0.02,0,0.01,130,13,,
29076,-10.01,0.15,0.16,0.02,0,0.01,143,14,,
29077,-9.97,0.14,0.13,0.02,0.01,0.01,121,14,,
29078,-9.98,0.16,0.17,0.02,0.01,0.01,143,18,,
29079,-9.98,0.15,0.16,0.02,0.01,0.01,121,13,,
29080,-10,0.13,0.15,0.02,0.01,0.01,135,16,,
29081,-9.95,0.15,0.13,0.02,0,0.01,120,13,,
29082,-9.97,0.13,0.14,0.02,0,0.01,135,18,,
